"","Regi√£o","C√≥gigo_UF","UF","0 dias nos √∫ltimos sete dias n","0 dias nos √∫ltimos sete dias %","1 dia nos ultimos sete dias n","1 dia nos ultimos sete dias %","2 dias nos √∫ltimos sete dias n","2 dias nos √∫ltimos sete dias %","3 dias nos √∫ltimos sete dias n","3 dias nos √∫ltimos sete dias %","4 dias nos √∫ltimos sete dias n","4 dias nos √∫ltimos sete dias %","5 dias nos √∫ltimos sete dias n","5 dias nos √∫ltimos sete dias %","6 dias nos √∫ltimos sete dias n","6 dias nos √∫ltimos sete dias %","Todos os √∫ltimos sete dias n","Todos os √∫ltimos sete dias %","Total de indiv√≠duos","ano","grupo"
"822","SUL",43,"RS",104,"10%",66,"6%",69,"6%",102,"9%",48,"4%",45,"4%",40,"4%",600,"56%",1074,"2010","frutas frescas"
"823","SUL",42,"SC",35,"4%",89,"11%",105,"13%",116,"15%",110,"14%",93,"12%",40,"5%",190,"24%",778,"2010","frutas frescas"
"824","TOTAL REGI√O SUL",NA,"",230,"8%",249,"8%",284,"10%",320,"11%",235,"8%",198,"7%",122,"4%",1298,"44%",2936,"2010","frutas frescas"
"825","TOTAL BRASIL",NA,"",2116,"9%",2269,"10%",2642,"11%",2790,"12%",1746,"8%",1624,"7%",1039,"5%",8807,"38%",23033,"2010","frutas frescas"
"826","CENTRO-OESTE",53,"DF",116,"38%",94,"31%",33,"11%",21,"7%",17,"6%",6,"2%",2,"1%",18,"6%",307,"2010","hamburguer, embutidos"
"827","CENTRO-OESTE",52,"GO",272,"45%",111,"18%",75,"12%",59,"10%",37,"6%",37,"6%",8,"1%",12,"2%",611,"2010","hamburguer, embutidos"
"828","CENTRO-OESTE",50,"MS",319,"43%",169,"23%",110,"15%",68,"9%",26,"3%",14,"2%",14,"2%",27,"4%",747,"2010","hamburguer, embutidos"
"829","CENTRO-OESTE",51,"MT",996,"51%",443,"23%",227,"12%",100,"5%",43,"2%",23,"1%",26,"1%",109,"6%",1967,"2010","hamburguer, embutidos"
"830","TOTAL REGI√O CENTRO-OESTE",NA,"",1703,"47%",817,"22%",445,"12%",248,"7%",123,"3%",80,"2%",50,"1%",166,"5%",3632,"2010","hamburguer, embutidos"
"831","NORDESTE",27,"AL",325,"51%",100,"16%",69,"11%",47,"7%",31,"5%",24,"4%",8,"1%",35,"5%",639,"2010","hamburguer, embutidos"
"832","NORDESTE",29,"BA",903,"55%",359,"22%",183,"11%",90,"5%",34,"2%",22,"1%",14,"1%",40,"2%",1645,"2010","hamburguer, embutidos"
"833","NORDESTE",23,"CE",274,"60%",73,"16%",52,"11%",24,"5%",6,"1%",3,"1%",7,"2%",18,"4%",457,"2010","hamburguer, embutidos"
"834","NORDESTE",21,"MA",30,"68%",4,"9%",5,"11%",2,"5%",2,"5%",0,NA,0,NA,1,"2%",44,"2010","hamburguer, embutidos"
"835","NORDESTE",25,"PB",104,"34%",66,"22%",79,"26%",29,"10%",12,"4%",2,"1%",1,"0%",9,"3%",302,"2010","hamburguer, embutidos"
"836","NORDESTE",26,"PE",48,"63%",15,"20%",3,"4%",3,"4%",3,"4%",1,"1%",0,NA,3,"4%",76,"2010","hamburguer, embutidos"
"837","NORDESTE",22,"PI",211,"63%",64,"19%",30,"9%",20,"6%",3,"1%",0,NA,3,"1%",5,"1%",336,"2010","hamburguer, embutidos"
"838","NORDESTE",24,"RN",10,"42%",4,"17%",7,"29%",1,"4%",1,"4%",0,NA,0,NA,1,"4%",24,"2010","hamburguer, embutidos"
"839","NORDESTE",28,"SE",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,"2010","hamburguer, embutidos"
"840","TOTAL REGI√O NORDESTE",NA,"",1905,"54%",685,"19%",428,"12%",216,"6%",92,"3%",52,"1%",33,"1%",112,"3%",3523,"2010","hamburguer, embutidos"
"841","NORTE",12,"AC",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,"2010","hamburguer, embutidos"
"842","NORTE",13,"AM",162,"50%",67,"21%",40,"12%",34,"10%",9,"3%",6,"2%",2,"1%",4,"1%",324,"2010","hamburguer, embutidos"
"843","NORTE",16,"AP",6,"100%",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,6,"2010","hamburguer, embutidos"
"844","NORTE",15,"PA",1673,"66%",335,"13%",258,"10%",114,"5%",32,"1%",30,"1%",18,"1%",57,"2%",2517,"2010","hamburguer, embutidos"
"845","NORTE",11,"RO",0,NA,0,NA,0,NA,0,NA,2,"100%",0,NA,0,NA,0,NA,2,"2010","hamburguer, embutidos"
"846","NORTE",14,"RR",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,"2010","hamburguer, embutidos"
"847","NORTE",17,"TO",28,"50%",12,"21%",7,"13%",4,"7%",1,"2%",4,"7%",0,NA,0,NA,56,"2010","hamburguer, embutidos"
"848","TOTAL REGI√O NORTE",NA,"",1869,"64%",414,"14%",305,"10%",152,"5%",44,"2%",40,"1%",20,"1%",61,"2%",2905,"2010","hamburguer, embutidos"
"849","SUDESTE",32,"ES",36,"55%",18,"28%",5,"8%",4,"6%",0,NA,0,NA,1,"2%",1,"2%",65,"2010","hamburguer, embutidos"
"850","SUDESTE",31,"MG",1344,"33%",872,"21%",563,"14%",446,"11%",478,"12%",175,"4%",88,"2%",151,"4%",4117,"2010","hamburguer, embutidos"
"851","SUDESTE",33,"RJ",227,"29%",208,"26%",133,"17%",78,"10%",35,"4%",29,"4%",15,"2%",67,"8%",792,"2010","hamburguer, embutidos"
"852","SUDESTE",35,"SP",2008,"40%",1218,"24%",781,"15%",410,"8%",206,"4%",115,"2%",65,"1%",258,"5%",5061,"2010","hamburguer, embutidos"
"853","TOTAL REGI√O SUDESTE",NA,"",3615,"36%",2316,"23%",1482,"15%",938,"9%",719,"7%",319,"3%",169,"2%",477,"5%",10035,"2010","hamburguer, embutidos"
"854","SUL",41,"PR",451,"42%",212,"20%",148,"14%",84,"8%",40,"4%",24,"2%",24,"2%",102,"9%",1085,"2010","hamburguer, embutidos"
"855","SUL",43,"RS",392,"36%",206,"19%",146,"14%",87,"8%",45,"4%",27,"3%",25,"2%",146,"14%",1074,"2010","hamburguer, embutidos"
"856","SUL",42,"SC",164,"21%",156,"20%",163,"21%",103,"13%",84,"11%",60,"8%",14,"2%",34,"4%",778,"2010","hamburguer, embutidos"
"857","TOTAL REGI√O SUL",NA,"",1007,"34%",574,"20%",457,"16%",274,"9%",169,"6%",111,"4%",63,"2%",282,"10%",2937,"2010","hamburguer, embutidos"
"858","TOTAL BRASIL",NA,"",10099,"44%",4806,"21%",3117,"14%",1828,"8%",1147,"5%",602,"3%",335,"1%",1098,"5%",23032,"2010","hamburguer, embutidos"
"859","CENTRO-OESTE",53,"DF",79,"26%",45,"15%",39,"13%",56,"18%",12,"4%",10,"3%",11,"4%",55,"18%",307,"2010","legumes, verduras cozidas"
"860","CENTRO-OESTE",52,"GO",77,"13%",53,"9%",50,"8%",80,"13%",54,"9%",53,"9%",56,"9%",188,"31%",611,"2010","legumes, verduras cozidas"
"861","CENTRO-OESTE",50,"MS",262,"35%",115,"15%",113,"15%",81,"11%",35,"5%",30,"4%",22,"3%",89,"12%",747,"2010","legumes, verduras cozidas"
"862","CENTRO-OESTE",51,"MT",664,"34%",337,"17%",304,"15%",205,"10%",75,"4%",67,"3%",57,"3%",258,"13%",1967,"2010","legumes, verduras cozidas"
"863","TOTAL REGI√O CENTRO-OESTE",NA,"",1082,"30%",550,"15%",506,"14%",422,"12%",176,"5%",160,"4%",146,"4%",590,"16%",3632,"2010","legumes, verduras cozidas"
"864","NORDESTE",27,"AL",250,"39%",77,"12%",82,"13%",60,"9%",32,"5%",21,"3%",18,"3%",99,"15%",639,"2010","legumes, verduras cozidas"
"865","NORDESTE",29,"BA",276,"17%",178,"11%",235,"14%",220,"13%",107,"7%",107,"7%",80,"5%",442,"27%",1645,"2010","legumes, verduras cozidas"
"866","NORDESTE",23,"CE",232,"51%",74,"16%",62,"14%",37,"8%",10,"2%",10,"2%",7,"2%",25,"5%",457,"2010","legumes, verduras cozidas"
"867","NORDESTE",21,"MA",20,"45%",9,"20%",8,"18%",1,"2%",0,NA,0,NA,0,NA,6,"14%",44,"2010","legumes, verduras cozidas"
"868","NORDESTE",25,"PB",70,"23%",35,"12%",52,"17%",65,"22%",35,"12%",4,"1%",5,"2%",36,"12%",302,"2010","legumes, verduras cozidas"
"869","NORDESTE",26,"PE",37,"49%",5,"7%",13,"17%",6,"8%",2,"3%",2,"3%",1,"1%",10,"13%",76,"2010","legumes, verduras cozidas"
"870","NORDESTE",22,"PI",157,"47%",46,"14%",55,"16%",34,"10%",16,"5%",3,"1%",2,"1%",23,"7%",336,"2010","legumes, verduras cozidas"
"871","NORDESTE",24,"RN",14,"58%",2,"8%",3,"13%",2,"8%",0,NA,0,NA,1,"4%",2,"8%",24,"2010","legumes, verduras cozidas"
"872","NORDESTE",28,"SE",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,"2010","legumes, verduras cozidas"
"873","TOTAL REGI√O NORDESTE",NA,"",1056,"30%",426,"12%",510,"14%",425,"12%",202,"6%",147,"4%",114,"3%",643,"18%",3523,"2010","legumes, verduras cozidas"
"874","NORTE",12,"AC",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,"2010","legumes, verduras cozidas"
"875","NORTE",13,"AM",106,"33%",58,"18%",53,"16%",44,"14%",11,"3%",9,"3%",6,"2%",37,"11%",324,"2010","legumes, verduras cozidas"
"876","NORTE",16,"AP",5,"83%",0,NA,0,NA,1,"17%",0,NA,0,NA,0,NA,0,NA,6,"2010","legumes, verduras cozidas"
"877","NORTE",15,"PA",756,"30%",444,"18%",461,"18%",291,"12%",112,"4%",70,"3%",82,"3%",300,"12%",2516,"2010","legumes, verduras cozidas"
"878","NORTE",11,"RO",1,"50%",0,NA,0,NA,0,NA,0,NA,1,"50%",0,NA,0,NA,2,"2010","legumes, verduras cozidas"
"879","NORTE",14,"RR",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,"2010","legumes, verduras cozidas"
"880","NORTE",17,"TO",11,"20%",10,"18%",15,"27%",7,"13%",4,"7%",5,"9%",0,NA,4,"7%",56,"2010","legumes, verduras cozidas"
"881","TOTAL REGI√O NORTE",NA,"",879,"30%",512,"18%",529,"18%",343,"12%",127,"4%",85,"3%",88,"3%",341,"12%",2904,"2010","legumes, verduras cozidas"
"882","SUDESTE",32,"ES",24,"37%",10,"15%",14,"22%",5,"8%",3,"5%",1,"2%",1,"2%",7,"11%",65,"2010","legumes, verduras cozidas"
"883","SUDESTE",31,"MG",326,"8%",356,"9%",569,"14%",532,"13%",531,"13%",417,"10%",241,"6%",1148,"28%",4120,"2010","legumes, verduras cozidas"
"884","SUDESTE",33,"RJ",194,"24%",119,"15%",124,"16%",108,"14%",47,"6%",30,"4%",24,"3%",146,"18%",792,"2010","legumes, verduras cozidas"
"885","SUDESTE",35,"SP",1364,"27%",708,"14%",773,"15%",563,"11%",316,"6%",229,"5%",187,"4%",921,"18%",5061,"2010","legumes, verduras cozidas"
"886","TOTAL REGI√O SUDESTE",NA,"",1908,"19%",1193,"12%",1480,"15%",1208,"12%",897,"9%",677,"7%",453,"5%",2222,"22%",10038,"2010","legumes, verduras cozidas"
"887","SUL",41,"PR",330,"30%",166,"15%",141,"13%",122,"11%",51,"5%",51,"5%",29,"3%",194,"18%",1084,"2010","legumes, verduras cozidas"
"888","SUL",43,"RS",326,"30%",161,"15%",163,"15%",119,"11%",53,"5%",18,"2%",18,"2%",216,"20%",1074,"2010","legumes, verduras cozidas"
"889","SUL",42,"SC",100,"13%",90,"12%",113,"15%",173,"22%",141,"18%",85,"11%",24,"3%",52,"7%",778,"2010","legumes, verduras cozidas"
"890","TOTAL REGI√O SUL",NA,"",756,"26%",417,"14%",417,"14%",414,"14%",245,"8%",154,"5%",71,"2%",462,"16%",2936,"2010","legumes, verduras cozidas"
"891","TOTAL BRASIL",NA,"",5681,"25%",3098,"13%",3442,"15%",2812,"12%",1647,"7%",1223,"5%",872,"4%",4258,"18%",23033,"2010","legumes, verduras cozidas"
"892","CENTRO-OESTE",53,"DF",27,"9%",23,"7%",22,"7%",27,"9%",16,"5%",11,"4%",11,"4%",170,"55%",307,"2010","leite"
"893","CENTRO-OESTE",52,"GO",84,"14%",37,"6%",76,"12%",55,"9%",38,"6%",26,"4%",31,"5%",264,"43%",611,"2010","leite"
"894","CENTRO-OESTE",50,"MS",148,"20%",73,"10%",83,"11%",72,"10%",44,"6%",31,"4%",22,"3%",274,"37%",747,"2010","leite"
"895","CENTRO-OESTE",51,"MT",363,"18%",176,"9%",177,"9%",148,"8%",80,"4%",56,"3%",51,"3%",916,"47%",1967,"2010","leite"
"896","TOTAL REGI√O CENTRO-OESTE",NA,"",622,"17%",309,"9%",358,"10%",302,"8%",178,"5%",124,"3%",115,"3%",1624,"45%",3632,"2010","leite"
"897","NORDESTE",27,"AL",117,"18%",60,"9%",80,"13%",55,"9%",24,"4%",16,"3%",17,"3%",270,"42%",639,"2010","leite"
"898","NORDESTE",29,"BA",242,"15%",132,"8%",174,"11%",165,"10%",91,"6%",92,"6%",68,"4%",681,"41%",1645,"2010","leite"
"899","NORDESTE",23,"CE",101,"22%",49,"11%",39,"9%",34,"7%",14,"3%",21,"5%",14,"3%",185,"40%",457,"2010","leite"
"900","NORDESTE",21,"MA",8,"18%",2,"5%",0,NA,5,"11%",3,"7%",5,"11%",1,"2%",20,"45%",44,"2010","leite"
"901","NORDESTE",25,"PB",50,"17%",62,"21%",63,"21%",42,"14%",9,"3%",5,"2%",2,"1%",69,"23%",302,"2010","leite"
"902","NORDESTE",26,"PE",20,"26%",8,"11%",6,"8%",2,"3%",3,"4%",3,"4%",5,"7%",29,"38%",76,"2010","leite"
"903","NORDESTE",22,"PI",52,"15%",22,"7%",15,"4%",27,"8%",7,"2%",12,"4%",7,"2%",194,"58%",336,"2010","leite"
"904","NORDESTE",24,"RN",2,"8%",1,"4%",3,"13%",3,"13%",3,"13%",2,"8%",0,NA,10,"42%",24,"2010","leite"
"905","NORDESTE",28,"SE",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,"2010","leite"
"906","TOTAL REGI√O NORDESTE",NA,"",592,"17%",336,"10%",380,"11%",333,"9%",154,"4%",156,"4%",114,"3%",1458,"41%",3523,"2010","leite"
"907","NORTE",12,"AC",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,"2010","leite"
"908","NORTE",13,"AM",34,"10%",63,"19%",76,"23%",47,"15%",23,"7%",13,"4%",6,"2%",62,"19%",324,"2010","leite"
"909","NORTE",16,"AP",1,"17%",0,NA,2,"33%",0,NA,0,NA,0,NA,0,NA,3,"50%",6,"2010","leite"
"910","NORTE",15,"PA",493,"20%",239,"9%",226,"9%",153,"6%",76,"3%",70,"3%",89,"4%",1171,"47%",2517,"2010","leite"
"911","NORTE",11,"RO",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,"100%",2,"2010","leite"
"912","NORTE",14,"RR",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,"2010","leite"
"913","NORTE",17,"TO",6,"11%",4,"7%",9,"16%",5,"9%",3,"5%",3,"5%",2,"4%",24,"43%",56,"2010","leite"
"914","TOTAL REGI√O NORTE",NA,"",534,"18%",306,"11%",313,"11%",205,"7%",102,"4%",86,"3%",97,"3%",1262,"43%",2905,"2010","leite"
"915","SUDESTE",32,"ES",20,"31%",4,"6%",6,"9%",4,"6%",5,"8%",1,"2%",0,NA,25,"38%",65,"2010","leite"
"916","SUDESTE",31,"MG",373,"9%",239,"6%",334,"8%",343,"8%",309,"8%",387,"9%",318,"8%",1814,"44%",4117,"2010","leite"
"917","SUDESTE",33,"RJ",101,"13%",45,"6%",60,"8%",76,"10%",24,"3%",26,"3%",11,"1%",449,"57%",792,"2010","leite"
"918","SUDESTE",35,"SP",896,"18%",302,"6%",339,"7%",292,"6%",197,"4%",130,"3%",118,"2%",2787,"55%",5061,"2010","leite"
"919","TOTAL REGI√O SUDESTE",NA,"",1390,"14%",590,"6%",739,"7%",715,"7%",535,"5%",544,"5%",447,"4%",5075,"51%",10035,"2010","leite"
"920","SUL",41,"PR",154,"14%",69,"6%",86,"8%",76,"7%",50,"5%",28,"3%",28,"3%",594,"55%",1085,"2010","leite"
"921","SUL",43,"RS",185,"17%",68,"6%",76,"7%",70,"7%",34,"3%",29,"3%",26,"2%",586,"55%",1074,"2010","leite"
"922","SUL",42,"SC",42,"5%",28,"4%",33,"4%",28,"4%",12,"2%",26,"3%",50,"6%",559,"72%",778,"2010","leite"
"923","TOTAL REGI√O SUL",NA,"",381,"13%",165,"6%",195,"7%",174,"6%",96,"3%",83,"3%",104,"4%",1739,"59%",2937,"2010","leite"
"924","TOTAL BRASIL",NA,"",3519,"15%",1706,"7%",1985,"9%",1729,"8%",1065,"5%",993,"4%",877,"4%",11158,"48%",23032,"2010","leite"
"925","CENTRO-OESTE",53,"DF",97,"32%",67,"22%",49,"16%",29,"9%",22,"7%",6,"2%",12,"4%",25,"8%",307,"2010","refrigerante"
"926","CENTRO-OESTE",52,"GO",141,"23%",108,"18%",80,"13%",87,"14%",48,"8%",49,"8%",31,"5%",67,"11%",611,"2010","refrigerante"
"927","CENTRO-OESTE",50,"MS",209,"28%",150,"20%",126,"17%",80,"11%",44,"6%",21,"3%",18,"2%",99,"13%",747,"2010","refrigerante"
"928","CENTRO-OESTE",51,"MT",525,"27%",379,"19%",265,"13%",212,"11%",99,"5%",77,"4%",64,"3%",346,"18%",1967,"2010","refrigerante"
"929","TOTAL REGI√O CENTRO-OESTE",NA,"",972,"27%",704,"19%",520,"14%",408,"11%",213,"6%",153,"4%",125,"3%",537,"15%",3632,"2010","refrigerante"
"930","NORDESTE",27,"AL",320,"50%",133,"21%",70,"11%",44,"7%",12,"2%",7,"1%",11,"2%",42,"7%",639,"2010","refrigerante"
"931","NORDESTE",29,"BA",607,"37%",416,"25%",257,"16%",134,"8%",61,"4%",45,"3%",32,"2%",93,"6%",1645,"2010","refrigerante"
"932","NORDESTE",23,"CE",194,"42%",92,"20%",51,"11%",33,"7%",16,"4%",14,"3%",16,"4%",41,"9%",457,"2010","refrigerante"
"933","NORDESTE",21,"MA",30,"68%",9,"20%",3,"7%",0,NA,0,NA,1,"2%",0,NA,1,"2%",44,"2010","refrigerante"
"934","NORDESTE",25,"PB",100,"33%",116,"38%",42,"14%",19,"6%",7,"2%",4,"1%",2,"1%",12,"4%",302,"2010","refrigerante"
"935","NORDESTE",26,"PE",30,"39%",18,"24%",16,"21%",4,"5%",4,"5%",0,NA,0,NA,4,"5%",76,"2010","refrigerante"
"936","NORDESTE",22,"PI",125,"37%",76,"23%",61,"18%",25,"7%",7,"2%",6,"2%",7,"2%",29,"9%",336,"2010","refrigerante"
"937","NORDESTE",24,"RN",12,"50%",6,"25%",1,"4%",3,"13%",0,NA,1,"4%",0,NA,1,"4%",24,"2010","refrigerante"
"938","NORDESTE",28,"SE",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,"2010","refrigerante"
"939","TOTAL REGI√O NORDESTE",NA,"",1418,"40%",866,"25%",501,"14%",262,"7%",107,"3%",78,"2%",68,"2%",223,"6%",3523,"2010","refrigerante"
"940","NORTE",12,"AC",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,"2010","refrigerante"
"941","NORTE",13,"AM",80,"25%",51,"16%",57,"18%",59,"18%",29,"9%",29,"9%",9,"3%",10,"3%",324,"2010","refrigerante"
"942","NORTE",16,"AP",5,"83%",0,NA,1,"17%",0,NA,0,NA,0,NA,0,NA,0,NA,6,"2010","refrigerante"
"943","NORTE",15,"PA",914,"36%",502,"20%",379,"15%",271,"11%",109,"4%",75,"3%",58,"2%",209,"8%",2517,"2010","refrigerante"
"944","NORTE",11,"RO",1,"50%",0,NA,0,NA,0,NA,0,NA,0,NA,1,"50%",0,NA,2,"2010","refrigerante"
"945","NORTE",14,"RR",0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,"2010","refrigerante"
"946","NORTE",17,"TO",8,"14%",7,"13%",13,"23%",6,"11%",4,"7%",2,"4%",6,"11%",10,"18%",56,"2010","refrigerante"
"947","TOTAL REGI√O NORTE",NA,"",1008,"35%",560,"19%",450,"15%",336,"12%",142,"5%",106,"4%",74,"3%",229,"8%",2905,"2010","refrigerante"
"948","SUDESTE",32,"ES",25,"38%",13,"20%",6,"9%",3,"5%",1,"2%",2,"3%",2,"3%",13,"20%",65,"2010","refrigerante"
"949","SUDESTE",31,"MG",786,"19%",827,"20%",931,"23%",559,"14%",352,"9%",147,"4%",94,"2%",421,"10%",4117,"2010","refrigerante"
"950","SUDESTE",33,"RJ",193,"24%",94,"12%",123,"16%",64,"8%",38,"5%",31,"4%",37,"5%",212,"27%",792,"2010","refrigerante"
"951","SUDESTE",35,"SP",1144,"23%",839,"17%",970,"19%",455,"9%",225,"4%",192,"4%",127,"3%",1109,"22%",5061,"2010","refrigerante"
"952","TOTAL REGI√O SUDESTE",NA,"",2148,"21%",1773,"18%",2030,"20%",1081,"11%",616,"6%",372,"4%",260,"3%",1755,"17%",10035,"2010","refrigerante"
"953","SUL",41,"PR",282,"26%",247,"23%",134,"12%",110,"10%",51,"5%",33,"3%",36,"3%",192,"18%",1085,"2010","refrigerante"
"954","SUL",43,"RS",352,"33%",259,"24%",130,"12%",81,"8%",28,"3%",32,"3%",22,"2%",170,"16%",1074,"2010","refrigerante"
"955","SUL",42,"SC",299,"38%",311,"40%",90,"12%",22,"3%",14,"2%",11,"1%",1,"0%",30,"4%",778,"2010","refrigerante"
"956","TOTAL REGI√O SUL",NA,"",933,"32%",817,"28%",354,"12%",213,"7%",93,"3%",76,"3%",59,"2%",392,"13%",2937,"2010","refrigerante"
"957","TOTAL BRASIL",NA,"",6479,"28%",4720,"20%",3855,"17%",2300,"10%",1171,"5%",785,"3%",586,"3%",3136,"14%",23032,"2010","refrigerante"
"958","CENTRO-OESTE",53,"DF",40,"13%",35,"11%",38,"12%",45,"15%",30,"10%",12,"4%",11,"4%",96,"31%",307,"2010","salada crua"
"959","CENTRO-OESTE",52,"GO",30,"5%",44,"7%",86,"14%",62,"10%",46,"8%",55,"9%",66,"11%",222,"36%",611,"2010","salada crua"
